name,country,region,secret,company,region1,currency
Brielle Carpenter,India,Kano,RPO67EFP4GT,Arcu Consulting,Quảng Trị,"$4,914.91"
Addison Rodriguez,Vietnam,West Region,TPC40URW5GO,Quis PC,Victoria,"$1,777.42"
Kieran Payne,United Kingdom,Dōngběi,VEC77ZVT1GI,Dictum Foundation,Quebec,"$1,008.02"
Samuel Rivers,Sweden,Northern Cape,PTR06LJV3OG,Quisque Porttitor Company,Oyo,"$2,722.18"
Felicia Burks,Indonesia,Riau,NOQ36BVR7AY,Aliquam Arcu Industries,Noord Holland,"$2,253.64"
Yardley Dennis,Colombia,Denbighshire,OAW68FWJ2OF,Eros Nec Corp.,Los Ríos,"$6,187.53"
Garrison Butler,Turkey,Kocaeli,LIO52XKG9LL,Purus Mauris A Institute,Odisha,"$6,383.21"
Vivian Huffman,Norway,Coquimbo,BVF71IPK2ZC,Enim LLP,O'Higgins,"$5,713.14"
Orli Blackwell,Vietnam,Magallanes y Antártica Chilena,JJJ75AHS1MW,Egestas Fusce Corp.,Madhya Pradesh,"$4,616.10"
Dawn Leblanc,Belgium,Midi-Pyrénées,HHJ62PVZ1QG,Tincidunt Corp.,Drenthe,"$7,662.12"
Hilel Alston,Mexico,Khánh Hòa,LCE81LRR9KU,Enim Nec Tempus Ltd,Warmińsko-mazurskie,"$4,493.78"
Hanae Cunningham,Sweden,Tula Oblast,QHV41RTE7DB,Tempus Risus Corp.,Valparaíso,"$5,162.54"
Joseph Vincent,Costa Rica,Jönköpings län,IRK51TKV6YR,Eros Industries,Sardegna,"$6,365.43"
Cailin Watson,Philippines,Poitou-Charentes,UYR47SBC1SC,Orci Luctus Ltd,Trentino-Alto Adige,"$7,169.85"
Josiah Melendez,Germany,Andalucía,LVJ63QIE0SX,Metus Limited,Noord Holland,"$6,215.62"
Drew Knapp,Austria,Boyacá,SJX55LZE3IX,Pede PC,Gyeonggi,"$1,135.81"
Jillian Stout,Australia,Şanlıurfa,XSC54BVM3CW,Tellus Limited,Special Region of Yogyakarta,"$2,513.15"
Ocean Lara,France,Poltava oblast,CDP52XOM4MZ,Blandit Congue Foundation,North Jeolla,"$8,778.40"
Myles Bender,Belgium,Cusco,YBU12PRZ0TF,Litora Torquent Corp.,Swiętokrzyskie,"$5,429.43"
Samantha Richmond,Italy,Dnipropetrovsk oblast,XCC75PPF3QX,Non Lorem Corporation,North Kalimantan,"$9,459.18"
Melyssa Herrera,Pakistan,Hamburg,MNB18PPH8HN,Natoque Penatibus Institute,Dōngběi,"$7,356.15"
Jarrod Wong,Italy,Heredia,RFA54TTM1UR,Vulputate Posuere LLP,New Brunswick,"$5,168.99"
