name,country,region,secret,company,region1,currency
Noble Talley,Turkey,Île-de-France,KOM42ZDJ3XY,Pede Ac Foundation,Aragón,"$8,632.58"
Hayden Hobbs,Singapore,Puno,MJO61LOV3KF,Iaculis Enim Sit Consulting,Smolensk Oblast,"$2,876.07"
Xanthus Hickman,Australia,Stockholms län,IUS86YPM5VL,Feugiat Placerat PC,Hamburg,"$5,041.89"
Michelle Hooper,Nigeria,Limpopo,XSI12NTA5HT,Aenean Euismod Mauris Institute,Trentino-Alto Adige,"$6,653.99"
Desiree Buckley,Russian Federation,Warwickshire,BMP21SPO6OG,Nulla Aliquet Industries,Luxemburg,"$9,810.28"
Fay Mckenzie,Chile,Alsace,GSB55LJY7AF,Tempor Bibendum LLP,Trøndelag,"$1,266.75"
Steel Noble,Ireland,Limpopo,SHD35GOJ1KS,Proin Vel Arcu Ltd,Ogun,$488.20
Shad Stephens,Nigeria,North-East Region,IVF48CTU2TB,Malesuada Consulting,Central Luzon,"$4,644.16"
Buckminster Bradford,Chile,Euskadi,LDU96IOH3WS,Amet Consectetuer Adipiscing Industries,Los Lagos,"$6,318.28"
Alexa David,Netherlands,Western Visayas,BTW77CQI5RJ,Mauris Morbi Non Incorporated,Ancash,"$7,494.24"
Price Michael,Austria,Zakarpattia oblast,EGZ96SFK8JK,Tortor Inc.,Huádōng,"$4,688.31"
Nathaniel Hodge,Austria,North Gyeongsang,HKQ35MJF3OJ,Eu Ligula Associates,Ivanovo Oblast,"$2,691.17"
Lacey Emerson,Norway,Nordland,QGD17TVU4IL,Sed Libero Ltd,Xīnán,"$6,205.13"
Burton Barrett,Austria,Antioquia,IDX14GIC5SU,Quam Limited,Ulster,"$2,012.20"
Odysseus Lindsay,Mexico,Burgenland,QFG26NFN1UB,Urna Vivamus Foundation,Lubelskie,"$7,448.26"
Uriel Carter,New Zealand,Bremen,XIE76APC5ME,Dignissim Magna Industries,North Island,"$9,073.64"
Tamara Lowe,Mexico,Munster,JBQ14DKF8ND,Suspendisse Sagittis LLP,Tarapacá,"$1,527.91"
Bryar Mathis,Canada,West Region,GBM79DSN7MQ,At Institute,Hawaii,"$7,740.46"
Basil Mayo,Costa Rica,South Gyeongsang,CNW64HQY1ZA,Eu Turpis Nulla Incorporated,North Island,"$2,493.16"
Ulla Chen,Costa Rica,Västra Götalands län,QLD04AEQ2BM,Id Enim Corporation,Prince Edward Island,"$6,252.75"
Adena Peters,Chile,Viken,HIR04YSK1IW,At Corporation,Vestfold og Telemark,"$2,748.77"
Minerva Allen,New Zealand,Essex,FOY35IXU5RX,Consectetuer Rhoncus Nullam Inc.,Jeju,$242.56
Elizabeth Harvey,Ukraine,Huáběi,QPA43BYX7DL,Donec Non Justo Ltd,Trentino-Alto Adige,"$9,213.30"
Kiara Bennett,Spain,North Gyeongsang,YTU38OBL8OJ,Nulla Dignissim Associates,South Island,"$8,263.64"
