name,country,region,secret,company,region1,currency
Anjolie Bruce,United States,Schleswig-Holstein,FXJ18QNL3VD,Montes Foundation,Oklahoma,"$1,234.37"
Oliver Rios,United States,Xīnán,ANU19VDC7UU,Facilisis Corp.,Carinthia,"$8,464.98"
Adria Michael,Indonesia,Ulyanovsk Oblast,MOH81UTY4FK,Semper Foundation,Volyn oblast,"$5,190.43"
Troy Wiley,Ukraine,Victoria,KGX49VYK1RG,Ut Incorporated,North Region,"$9,444.36"
Karly Potts,Poland,West Papua,GMX15NCF3NI,Enim Foundation,Vorarlberg,"$7,344.37"
Odysseus Cardenas,Ireland,Washington,WVK32XFH1BX,Sem Associates,Atacama,"$6,601.60"
Kuame Summers,Costa Rica,Nevada,MFP81CQS4YV,Leo Elementum Incorporated,North Kalimantan,"$2,095.80"
Coby Mueller,Singapore,Nuevo León,SLK22XNV5QY,Placerat Augue Corporation,Florida,"$1,860.10"
Orson Pace,Austria,Friesland,JHJ52JLS7RC,Urna Ut Associates,Centre,"$9,783.57"
Yuli Rice,Canada,Burgenland,LMS76JFR5SV,Sed LLP,Southwestern Tagalog Region,"$4,194.43"
Yuli Palmer,South Africa,Munster,HGT46YVD9LY,Augue Eu Corporation,Vestland,"$1,159.58"
Clare Atkinson,Peru,Munster,ARV88FNW1GI,Tristique Senectus Incorporated,Comunitat Valenciana,"$7,865.00"
Dana Davenport,Brazil,Vienna,YJJ41NTZ7VJ,Tincidunt Tempus Limited,North Island,"$3,836.96"
Ryder Fuller,Canada,Queensland,PZT76VEQ6KX,Aliquam Ornare Libero Limited,Utrecht,"$6,254.38"
Judith Warren,China,Dalarnas län,MST87ECW3FP,Etiam Bibendum Fermentum Corporation,North Region,"$4,195.61"
Garrison Young,Vietnam,Ceará,BFR04RTQ8IM,Enim Diam Vel Associates,Cagayan Valley,"$2,985.20"
Destiny Kirk,Belgium,Đắk Lắk,KJY23TFQ0BK,Mi Fringilla Incorporated,New Brunswick,"$3,858.44"
Maryam Jarvis,India,Xīnán,VUG73TCX6UF,Tellus Id Corp.,Languedoc-Roussillon,"$6,340.82"
Ignacia Boyer,Mexico,Maule,CJA55EMO4FK,Torquent Per LLC,San Andrés y Providencia,"$7,534.75"
Amos Mcleod,South Korea,Paraná,TJO52HVR1TQ,Scelerisque Institute,Canarias,"$2,647.19"
Pandora Taylor,South Africa,Bursa,CCL51QWR8SS,Molestie Arcu PC,Pomorskie,"$1,605.93"
Jasper Joseph,Austria,Putumayo,BGE73DWQ7LU,Quis Urna Institute,Ulster,"$7,997.55"
Garth Hartman,Spain,North Jeolla,TKG11OPP6TT,Lacus Quisque Inc.,Liguria,"$6,854.73"
Dorian Knox,Philippines,Tamil Nadu,DMF77UMN2IJ,Fusce Dolor Quam Incorporated,Dōngběi,"$8,926.35"
Nolan Walton,South Korea,Georgia,JCC51KOP7BK,Venenatis Institute,Vlaams-Brabant,"$2,696.75"
Adria Saunders,Netherlands,Arica y Parinacota,EMI29YDJ3EF,Tristique Ac PC,Kirovohrad oblast,"$6,251.39"
Jaden Watkins,Australia,Principado de Asturias,VVR92RLT2HG,Posuere Vulputate Inc.,Munster,"$8,816.81"
