name,country,region,secret,company,region1,currency
Juliet Ellison,Germany,Limousin,QEX69UJF5HJ,Egestas Aliquam Inc.,Alajuela,"$2,401.14"
Emily Randall,Peru,Punjab,MBX67EKX2SV,Dignissim Consulting,Davao Region,"$5,443.44"
Lev Holmes,South Africa,Burgenland,OPJ48CEA4AF,Eget Volutpat Ornare Foundation,Stockholms län,"$5,435.64"
Aline Zimmerman,Turkey,Lower Austria,JQY85RNO1NN,Consequat Purus Ltd,Maranhão,"$1,314.68"
Willa Wheeler,Ukraine,Kostroma Oblast,SGF92MBD0LX,Feugiat Sed Industries,Heredia,"$5,552.78"
Burton Avery,France,Vologda Oblast,RMB27NUL6QG,Erat Vitae Risus Industries,Huáběi,"$2,249.21"
Shellie Pena,Mexico,Puntarenas,FSB81KEZ8SR,In Corporation,Friuli-Venezia Giulia,"$5,427.14"
Christine Garcia,Costa Rica,Bình Thuận,QKY55YAX0CR,Ligula Corporation,Vestfold og Telemark,"$2,664.23"
Hedwig Gill,Nigeria,Leinster,HUW62GNT2FG,Eu Ltd,Bursa,"$1,258.23"
Perry Whitney,Canada,Maine,BOL11JUN3TQ,Ac Eleifend Company,Cajamarca,"$9,896.79"
Michael Sandoval,Colombia,Nagaland,SYQ67HIS2HF,Magna Sed Institute,Ancash,"$2,709.38"
Lacey Vega,Indonesia,Vestland,VRP34UEQ6YH,Faucibus Lectus Limited,Schleswig-Holstein,"$7,622.88"
Myra Henry,United States,Puntarenas,LMY52HYP0DM,Nonummy Fusce Ltd,Zachodniopomorskie,"$4,841.84"
MacKenzie Garcia,Austria,Sindh,RAV32ICG3SW,Convallis Est Vitae Corp.,Balochistan,"$7,610.77"
Emerson Bentley,Colombia,Alajuela,XLM68NVL6YA,Nam Ac PC,South Island,"$7,802.25"
Chaney Mayo,Ukraine,Midi-Pyrénées,GJS20NII3YX,Lorem Institute,Principado de Asturias,"$6,714.91"
Aladdin Hamilton,Ireland,Zhōngnán,MMT56SGI1HV,Placerat Orci LLC,Zeeland,"$8,273.24"
Meredith Christensen,Russian Federation,Vichada,PCV35PUD4SR,Augue Inc.,South Island,"$4,197.55"
Jonah Bray,Turkey,Munster,MIU16DFF6ZZ,In Scelerisque Limited,Alajuela,$23.78
April Avila,Belgium,Gangwon,IKA20NFQ3ME,Mollis Phasellus Libero LLC,Anambra,"$7,377.94"
Felicia Allison,United States,Rogaland,DGC54CWU2RY,Ligula Consectetuer Industries,Cartago,"$5,227.80"
Lucian Gomez,Costa Rica,South Jeolla,IHX51ZNI3PF,Libero Foundation,Upper Austria,"$9,886.00"
Finn Ortiz,Canada,Murcia,EJK06MNC4EL,Erat Vel Associates,Sachsen-Anhalt,"$5,736.19"
Bradley Murphy, United Kingdom, Chiswick, e46kingggg, Sheet Metal Co., South-West Region, "$1.89"
